;$I_{874}$;$I_{1084}$;$I_{1182}$;$I_{1241}$;$I_{1393}$;$I_{1541}$;$I_{1625}$;$I_{1725}$;$\overline{I}_{1900\text{–}800}$;$\Sigma I_{p,\ 1900\text{–}800}$;$\overline{I}_{1900\text{–}1500}$;$\Sigma I_{p,\ 1900\text{–}1500}$;$\overline{I}_{1500\text{–}1300}$;$\Sigma I_{p,\ 1500\text{–}1300}$;$\overline{I}_{1300\text{–}800}$;$\Sigma I_{p,\ 1300\text{–}800}$;$\overline{I}_{874 \pm 16}$;$\overline{I}_{874 \pm 32}$;$\overline{I}_{1084 \pm 16}$;$\overline{I}_{1084 \pm 32}$;$\overline{I}_{1182 \pm 16}$;$\overline{I}_{1182 \pm 32}$;$\overline{I}_{1241 \pm 16}$;$\overline{I}_{1241 \pm 32}$;$\overline{I}_{1393 \pm 16}$;$\overline{I}_{1393 \pm 32}$;$\overline{I}_{1541 \pm 16}$;$\overline{I}_{1541 \pm 32}$;$\overline{I}_{1625 \pm 16}$;$\overline{I}_{1625 \pm 32}$;$\overline{I}_{1725 \pm 16}$;$\overline{I}_{1725 \pm 32}$;Split;Fraction_hue;Fraction_grouped_hue;Class
division_7_size_75;0.1418722112426875;0.7914523086470284;0.8773676154194411;1.0000000000000002;0.528770970108197;0.3334276120929782;0.3497333627469816;0.4070682808930609;0.42696791214596597;4.429692361150375;0.2458503455200389;1.0902292557330209;0.4556680021390984;0.528770970108197;0.560345313920883;2.810692135309157;0.14082096140694636;0.13885040151846798;0.7702772778904328;0.759932365884749;0.8773873063574423;0.8754549937100371;0.9946242060219709;0.9783952639261606;0.5242261606190423;0.5173449100876931;0.3333331337285857;0.33610706769203086;0.3517788906737593;0.35803652349402926;0.39097323816373303;0.3623819584164297;Test;$< 75$;$d > 5$;2
division_7_size_25;0.1307742926442519;0.7811080991469354;0.864085344972609;1.0;0.5357705019759368;0.3587507598076132;0.5995757436190567;0.4243196213038444;0.43064109905255665;4.694384363470247;0.26077420292384906;1.3826461247305142;0.4642358291947557;0.5357705019759368;0.5530701024320904;2.7759677367637963;0.13004992105132201;0.1282714578642213;0.7614821280755216;0.7515373501551298;0.8642937488970109;0.8630900510142532;0.9938686557688806;0.9765956340965801;0.531026419893454;0.5245180940186477;0.35761903571607034;0.35842548505339666;0.3701738524361646;0.3769406964831451;0.40868764536788105;0.37996357873094855;Train;$< 25$;$d > 5$;2
division_7_size_5;0.38074836849002236;0.5271966932361918;1.0;0.7901478207458958;0.2966589100817712;0.5537449741552254;0.4793815181188946;0.7303643028531893;0.4886754300733329;4.758242587681191;0.5268935364706301;1.7634907951273093;0.36018715342453606;0.2966589100817712;0.509362441848714;2.69809288247211;0.366923505542897;0.3319720754909018;0.5355537635404403;0.5601290695618896;0.9923337895153447;0.9684662348296109;0.7899475937672612;0.7887697143827158;0.2943478277578111;0.303687747527494;0.5340140086248734;0.4994201878208751;0.47674505239445025;0.48495153277507236;0.7030057823277355;0.6887038983531617;Test;$< 5$;$2 < d \leq 5$;1
division_7_size_3;0.2491216498790911;0.568082225569602;0.94676747807404;0.8156513800372883;0.4639479473935063;0.8838626797417057;0.7252840928300898;0.92955209879591;0.5757394077823644;5.582269552321233;0.7277391010516999;2.5386988713677052;0.5184310597240526;0.4639479473935063;0.47705531402763757;2.5796227335600213;0.23974945698036024;0.21639584109110346;0.5686847438018355;0.5752103359499136;0.9197558008893167;0.8977610070602177;0.8137672070222275;0.80866150577347;0.45926316604637885;0.46774002648375607;0.8518040501747787;0.7964947242982182;0.7194824889141749;0.726435171907332;0.9140968406401501;0.8979069796455026;Test;$< 3$;$2 < d \leq 5$;1
division_7_size_2.5;0.0700450905989612;1.0;0.8721467278954623;0.4941188728587909;0.4751167707919107;0.8095045096805474;0.9494238811541232;0.8912648422641046;0.5374579999922166;5.5616206952439;0.6819528643784628;2.650193233098775;0.47303338731612493;0.4751167707919107;0.447613156261309;2.4363106913532144;0.06757509378522694;0.06440103962565434;0.8568674545978485;0.8427379145490729;0.8704336558712562;0.8629934737417292;0.4971190545123046;0.5076251491185709;0.46967206261981453;0.4715704400274752;0.7794593851621734;0.7290836520474462;0.6882178835656815;0.6918768252839356;0.8762688432229223;0.8588481907617914;Train;$< 2.5$;$2 < d \leq 5$;1
division_7_size_2;0.0182540924276263;1.0;0.5496793898884835;0.2110124532819793;0.404265917759512;0.484048251499855;0.676366405338757;0.4862665063534353;0.34005909678235724;3.829893016549648;0.386033611805198;1.6466811631920473;0.321999865980406;0.404265917759512;0.31050001593751186;1.778945935598089;0.01758924686202533;0.0187612910613429;0.8450481688025431;0.8029675914898178;0.5494881012070346;0.5510545691192318;0.21760605802658026;0.23606193089645933;0.3718032869322747;0.3661894669521416;0.4646891870157921;0.4324218446911341;0.4809925138909863;0.48085296906497016;0.4807458310546913;0.47848818567099377;Train;$< 2$;$d \leq 2$;0
division_7_size_0.4;0.0046512344043186;1.0;0.576205427069957;0.1206318146040787;0.8427722866282426;0.151743792790089;0.2828316682830755;0.2420734768887285;0.23499254355254937;3.2209097006684897;0.12978021517746485;0.676648937961893;0.3941861992050104;0.8427722866282426;0.25562843865004575;1.7014884760783544;0.0038987559507816668;0.005480880958966337;0.5804773752699928;0.5807331523570755;0.578544251165763;0.5874537219585927;0.12653235293297088;0.14375872855620592;0.7586549956210282;0.6997804112521337;0.14605542975070865;0.13526106000745672;0.16594274187218186;0.16830198283691344;0.23741181924298976;0.23031168791772125;Train;$< 0.4$;$d \leq 2$;0
division_8_size_bulk;0.0644009985847167;0.8355994249787341;0.5883271424430299;0.464416262572195;0.5344060044751057;0.3036356176310115;0.5621122785874062;0.2318851191757839;0.3477750396741872;3.5847828484479836;0.2416425855740162;1.0976330153942015;0.41643591353177156;0.5344060044751057;0.4052551313178319;1.9527438285786758;0.06532893846287906;0.06782066441149105;0.829157277168709;0.8107208151028966;0.5959004740049021;0.6187022677875922;0.4634471579416733;0.4622927362927842;0.5211774796991078;0.5083765208241164;0.30658345890625344;0.3159840393853037;0.5450824411699795;0.5248984069527821;0.22924123006925123;0.2244912392746218;Test;$> 0$;$d > 5$;2
division_8_size_70;0.0820488663631835;0.9739652246237605;0.7456535328238783;0.7026644425361595;0.716161240726749;0.3943534220506985;0.6574551057142946;0.3334470259181352;0.44930276565667154;4.605748860756859;0.3041138707787623;1.3852555536831284;0.5530882664687452;0.716161240726749;0.5240037149943071;2.504332066346982;0.0833332953070299;0.08728731737198542;0.9656748417590252;0.943257241622638;0.7504232928980801;0.7637321466074328;0.699369593284514;0.6914710931335103;0.6918062231987439;0.6764635738877463;0.3971576680291382;0.40745207761572666;0.6501212051636134;0.6295387647354285;0.3268751750880279;0.31175498553728703;Test;$< 70$;$d > 5$;2
division_8_size_25;0.0212629347219232;1.0000000000000002;0.686837214563202;0.6327058478382827;0.6938134474931194;0.3517790869456806;0.7330469898752566;0.3283656527754146;0.4113180993360591;4.447811174212879;0.30287884989263963;1.4131917295963519;0.5278717142694623;0.6938134474931194;0.45154100921622153;2.3408059971234083;0.02222098545433428;0.025122993264364332;0.8856631363636474;0.8650636157586488;0.6933961078484298;0.7124464527727952;0.6301928364113941;0.6242627879088559;0.6679462127193991;0.6512660175735002;0.35657954935042435;0.37178081677868463;0.6926627415922222;0.6638486149497961;0.32204234838445256;0.3084615338308754;Train;$< 25$;$d > 5$;2
division_8_size_5;0.0045886714503251;0.5321025020273347;0.399099956381051;0.1561693158845795;0.2583551288591815;0.1889463036879971;0.2553262854006963;0.1397359286432106;0.20403084796993357;1.9343240923343759;0.16233962280910408;0.584008517731904;0.20414990870874294;0.2583551288591815;0.23732027546282497;1.0919604457432903;0.004769369111038176;0.004738064821186313;0.5354513984274019;0.5422853171232583;0.4105686586751091;0.44544098915727176;0.1612887046391078;0.1733606659090118;0.25244978470522017;0.24528668865532235;0.18972571415011227;0.19292515704293475;0.2539513891810807;0.2508250629561218;0.14037514770561227;0.14265868453401773;Test;$< 5$;$2 < d \leq 5$;1
division_8_size_3;0.0812307926552195;1.0;0.3914114247277328;0.132033174881508;0.2794653654367091;0.1545997261765362;0.2070410025333304;0.0608737910808583;0.19474213275283345;2.3066552774918945;0.10012846299653404;0.42251451979072496;0.20608274887357447;0.2794653654367091;0.2658734726600989;1.6046753922644605;0.08196224870805713;0.08187438947429213;0.531909563493429;0.5430535332302647;0.4029337709234373;0.4381291944418384;0.1362031895161943;0.146749800676237;0.26289710225482754;0.2562856727103509;0.15445248660078725;0.15641639947456434;0.201436999093085;0.20189019377967998;0.06378300456578134;0.07082824298322205;Train;$< 3$;$2 < d \leq 5$;1
division_8_size_2.5;0.2054515979478938;0.9999999999999998;0.446595613422158;0.2123347746045839;0.3047637486932732;0.1719138142886389;0.2204684323479662;0.098291676062645;0.24767454856891186;2.6598196573671586;0.11346570674559567;0.4906739226992501;0.24420004613222324;0.3047637486932732;0.35637568799294095;1.8643819859746353;0.20590577916490393;0.20673723350192585;0.619294458854893;0.6222457477959865;0.45494221349522884;0.4836691903999644;0.21700922463850386;0.22748714270353257;0.28916450292283036;0.2849936841888797;0.17146645527883242;0.17386208433583009;0.20054415657725208;0.20105912883239843;0.10030510265713707;0.10310744886135997;Train;$< 2.5$;$2 < d \leq 5$;1
division_8_size_2;0.0271106296148301;1.0;0.3724721728231478;0.0721901150209353;0.21964324524983436;0.0977028834024749;0.1391715428520535;0.0505087563810906;0.1425878417459175;1.9787993453443666;0.06254274146456094;0.287383182635619;0.14850035312150406;0.21964324524983436;0.20423490679797326;1.4717729174589131;0.025915698810561768;0.024575066569082864;0.45536306113412994;0.4655640585402706;0.3826151881375368;0.4157378651981718;0.07587924299993883;0.0868133428990732;0.2025076848871438;0.1967130788992402;0.09707398720208028;0.09777680181371505;0.11967633421865385;0.12128276263847651;0.05180176389120811;0.05304620169522685;Train;$< 2$;$d \leq 2$;0
division_8_size_0.4;0.1694550492205874;0.5408037827101859;0.4213889051758001;0.1508110939369621;0.1822106175630475;0.1356734051447243;0.1327260077678607;0.0675940580882618;0.19616871698846206;1.8006629196074297;0.08159915225569862;0.3359934710008468;0.16203534376248188;0.1822106175630475;0.30139410739669853;1.2824588310435354;0.169650503731387;0.16930155823715276;0.5418684055875903;0.5472306729507755;0.4316381470132198;0.4629715678896488;0.15574039931680875;0.1680036593262138;0.1823705410212697;0.18238606806680457;0.13463654031257372;0.13338184515993043;0.13376089319504691;0.13672525811484068;0.06794893206841167;0.06884584590805917;Test;$< 0.4$;$d \leq 2$;0
division_8_size_0.2;0.3542094925938334;0.5950040954647505;0.5476228866433329;0.2870653278042145;0.3023714794470324;0.2633282781642478;0.1817214534334374;0.1511962460008695;0.2982834724246285;2.6825192595517184;0.14136448896079146;0.5962459775985547;0.27057850496612834;0.3023714794470324;0.4348081475718378;1.7839018025061315;0.3546517318100024;0.3553414755326567;0.5978277847301009;0.6071263587741047;0.5542189054671802;0.576953156969093;0.2904429020006021;0.29919837389150267;0.30123848727300595;0.2997189939633062;0.25881517948035376;0.25136798602485894;0.18558305702346795;0.19421078276522433;0.14960154381767243;0.14468827688574815;Test;$< 0.2$;$d \leq 2$;0
division_9_size_bulk;0.1341305714456616;0.9997816091628108;0.8248700599837813;0.8868245183406134;0.927503467354282;0.5901644255222679;0.943849907645217;0.3864064774548952;0.5557576803935792;5.693531036909529;0.42120182342835083;1.9204208106223801;0.7357146710554128;0.927503467354282;0.5915757604967992;2.845606758932867;0.1355319252866496;0.1396762434275524;0.9867189987475863;0.9611827444008012;0.8288678299799739;0.8394712431054012;0.8800101354618808;0.8686589021563538;0.8975027268748796;0.8794243594364702;0.5934302375759756;0.6050653347841584;0.9327210081535745;0.901224915868637;0.38040263455037693;0.36853756953045563;Test;$> 0$;$d > 5$;2
division_9_size_70;0.0350520551094588;0.1662963976647455;0.1843985050044532;0.2496194324326244;0.6515264190845875;0.1363460013139647;1.0;0.1557921085485497;0.23133980954034117;2.5790309191583836;0.26712660303784036;1.2921381098625144;0.4112159161496306;0.6515264190845875;0.13098167202668975;0.6353663902112819;0.03565673671548026;0.03982306889812776;0.1639637557334242;0.15748862301346567;0.1848950518148798;0.18559609998113033;0.24821047984312813;0.24631205435737413;0.6378032372743808;0.607273510320561;0.14129930234391133;0.16134396431338272;0.967585862173746;0.8841747505927856;0.1548907445185871;0.15692505452758365;Test;$< 70$;$d > 5$;2
division_9_size_25;0.0609609516959165;0.2794840514099024;0.2887610871596354;0.3686510131054197;0.7022554379451003;0.1903827375473391;1.0;0.2245979503965948;0.28728093876047484;3.1150932292599083;0.29599981771969924;1.4149806879439337;0.4681083559799776;0.7022554379451003;0.20818727761882724;0.997857103370874;0.06138337823267907;0.06548526326164633;0.276305779788637;0.2677655356659025;0.28921706590429136;0.2899976800124879;0.3665678544028258;0.36275208897325073;0.6875205505083147;0.6587308884058083;0.19579933049320006;0.21608848104618097;0.9717369134367689;0.893968830384523;0.22116705481145538;0.21686838528974944;Train;$< 25$;$d > 5$;2
division_9_size_5;0.0242060397843101;0.0872762775475822;0.1103289785705204;0.1579202770839342;0.5824766564701533;0.1302715539417356;1.0;0.1226604828139219;0.19883700066667617;2.215140266212158;0.2725775407405279;1.2529320367556576;0.34868021958452006;0.5824766564701533;0.08010892658836781;0.3797315729863469;0.02504104299306692;0.02981838548505714;0.08548816376592185;0.08144913480546574;0.11023222826533914;0.10987524675427708;0.15674048412740496;0.1555630768279489;0.5694442688610175;0.538447225260918;0.1336560143371992;0.14936060227196893;0.9599575296069015;0.8751779121222931;0.12437349639660686;0.13355801643572024;Train;$< 5$;$2 < d \leq 5$;1
division_9_size_3;0.0245668969041345;0.037860719820572;0.0539489702227665;0.0870599036913537;0.5567094966229704;0.073709030711172;1.0000000000000002;0.0412357817052557;0.1597772414163068;1.875090799678225;0.22843614753033503;1.114944812416428;0.3044418176254126;0.5567094966229704;0.0471779864787217;0.20343649063882668;0.02572063118222813;0.03089025510273833;0.03692719355528707;0.034979334976384543;0.05411503996160394;0.05430252109950894;0.08596542833213096;0.08493360392599802;0.5429463921884222;0.508896387507576;0.07858550963106352;0.09760594059337696;0.9575947116471482;0.8676272768603259;0.04522884407250336;0.05984703195370527;Train;$< 3$;$2 < d \leq 5$;1
division_9_size_2.5;0.0262369288230869;0.0338094738701513;0.0697105385566304;0.1027109629381922;0.5533161990636599;0.1083416070009557;1.0;0.1070906503922413;0.18104141822145672;2.001216360644918;0.27478646770148657;1.215432257393197;0.31688633647574016;0.5533161990636599;0.05190058274390558;0.2324679041880608;0.026853776228088433;0.03139775158945371;0.03354936088132641;0.03205670494785303;0.06966579925562494;0.06891088303774162;0.10175622171221654;0.1012519127963611;0.5399497624237766;0.5077419111374267;0.11153461508522669;0.12645064988582982;0.9531449252929479;0.8671890753392434;0.11087181855418086;0.1245528933032142;Test;$< 2.5$;$2 < d \leq 5$;1
division_9_size_2;0.0258481268251809;0.0402379731947322;0.0532895328281178;0.0902111574107082;0.5704687593040588;0.0819696865949281;1.0;0.0502349777205567;0.16772828595246533;1.9122602138782825;0.24246453706916543;1.1322046643154848;0.31497401922859103;0.5704687593040588;0.04924001812666873;0.2095867902587391;0.026948834865260726;0.03168948589871767;0.03937547774293492;0.03755949370643185;0.05362123258207075;0.05422679576526588;0.08892565112328182;0.08765757398751853;0.5565241079629621;0.522012859027972;0.09081012137672179;0.11781369626642028;0.9662932322251386;0.8796398300344935;0.05444010977667618;0.06920986931308949;Train;$< 2$;$d \leq 2$;0
division_9_size_0.4;0.0238030681843347;0.0517086142706832;0.0636137343164226;0.096545488494934;0.5311609869303477;0.1140583604142217;1.0;0.0543333361177234;0.1650125790054269;1.9352235887286673;0.240156731942088;1.1683916965319452;0.2956454204932491;0.5311609869303477;0.05282409797133473;0.2356709052663745;0.024778181392417813;0.029556239739490342;0.0504715332383402;0.04742609049473884;0.06349569263199697;0.06317837136422885;0.09555806658754151;0.09466639617494227;0.5185954950738632;0.48645361159055234;0.11638217720549547;0.12881648889113836;0.9521958419539033;0.8633494795323271;0.057948315890532974;0.07228683904296063;Test;$< 0.4$;$d \leq 2$;0
division_9_size_0.2;0.0960161796279159;0.1174200595933277;0.131438955305842;0.1710898510846405;0.5836225176427533;0.1835722666564079;1.0;0.0854567623762807;0.21312257192521528;2.3686165922871676;0.2547058922106222;1.2690290290326887;0.3493142741670813;0.5836225176427533;0.12555270625563936;0.5159650456117261;0.09721865957917944;0.10305432052515093;0.11685965691007871;0.11451969796776523;0.13183962521976111;0.13228321469817653;0.16983045066009472;0.1680859826209764;0.5709711489309035;0.5400374200769731;0.18372248908855446;0.18817344428907212;0.9439364666376595;0.8586283712614563;0.08767316712358136;0.10051212590807827;Train;$< 0.2$;$d \leq 2$;0
division_10_size_bulk;0.0480382702634363;0.8343138225205305;0.8176325665250244;1.0;0.6489251030691248;0.3075855415394133;0.6178526036449417;0.4373598598510598;0.4331296223270945;4.711707767413531;0.26081088727959273;1.3627980050354147;0.5226560777855666;0.6489251030691248;0.5352111228373249;2.699984659308991;0.04893594406444901;0.05149852898973802;0.8142019780490255;0.7968130838987779;0.8198717952752005;0.823991319083002;0.9924891609493288;0.9709707707854166;0.6432699328960835;0.6314922369040508;0.3102149615954821;0.3189492648906065;0.4125367707543357;0.4124102789180332;0.4149404277900042;0.38470700810571096;Train;$> 0$;$d > 5$;2
division_10_size_70;0.0267907119703905;0.9333126573902432;0.8328135477638935;1.0000000000000002;0.7478752741663307;0.5054435302401272;0.7241746589576111;0.4873505586778848;0.5006735053204021;5.257760939166481;0.3740498325865853;1.716968747875623;0.6105570179844845;0.7478752741663307;0.5580972761548314;2.7929169171245274;0.028243698866052394;0.0327072666287602;0.9209122653199128;0.898946958777583;0.8371650968005165;0.8463520022853384;0.9922038716836226;0.9707283736881047;0.7421032190775775;0.7288983270375038;0.5022413480355445;0.4961429000944894;0.693369137862674;0.6752509658455852;0.4776091255586131;0.4560590978342033;Test;$< 70$;$d > 5$;2
division_10_size_50;0.0494215058782897;0.8175841004334526;0.8180354935651638;1.0;0.638761663750997;0.3061992853242742;0.6226501009337302;0.4259357786394887;0.42920236579718446;4.678587928525396;0.25511546094454596;1.3547851648974931;0.5187479337055679;0.638761663750997;0.5326900978912302;2.6850410998769063;0.050140936384579136;0.05268765871047465;0.8009431555625134;0.7844926067054262;0.820154174691008;0.8243159343724206;0.9922936271714015;0.9707819592615637;0.6336134606293018;0.6228096373542115;0.3091162089453376;0.3185776119863838;0.3975883903526572;0.3995217002210684;0.40318670260049827;0.3737255862655771;Train;$< 50$;$d > 5$;2
division_10_size_25;0.0568983258222262;0.8276247027327154;0.8240358828979859;1.0;0.6449908211217704;0.3065603516424063;0.6248476958701836;0.4329977554102677;0.4336314850607848;4.7179555354975555;0.2597985399925376;1.3644058029228576;0.5210981633775709;0.6449908211217704;0.5377452996884297;2.7085589114529274;0.05765700679539952;0.06008747118155536;0.8113700117285759;0.794403287572021;0.8261214965683021;0.830181704206672;0.9924569859316658;0.9709299503623989;0.6394357656962804;0.6280073225132113;0.309449503264944;0.31904662753784113;0.4117328946090175;0.4120502220476827;0.41049879501404923;0.38052876313143297;Train;$< 25$;$d > 5$;2
division_10_size_5;0.2689972371364678;0.7704579553817755;1.0;0.878905910128123;0.2511865976707722;0.1740837030147286;0.239794105950007;0.3201324160904349;0.35298768378290335;3.903557925372309;0.17067317619643424;0.7340102250551706;0.2708045366476172;0.2511865976707722;0.5315472832152526;2.9183611026463665;0.2595302193906437;0.23971545640322448;0.6278003242230129;0.6409268506387292;0.9800055435318212;0.9570207393394202;0.876728014640068;0.870769003944857;0.25116408011939284;0.25613389793353314;0.17238225487816625;0.16901750753337777;0.208171218289277;0.21135041321419584;0.3109891089770459;0.2947684456945923;Train;$< 5$;$2 < d \leq 5$;1
division_10_size_4;0.4582094548514676;0.8646213488460889;0.9999999999999998;0.8818850151980633;0.3253246380468143;0.2296165167248298;0.2588660670912797;0.302297953106073;0.4190280684652839;4.320820993864617;0.18012321407523776;0.7907805369221825;0.339978165684607;0.3253246380468143;0.641588462391043;3.2047158188956195;0.45051465511874383;0.43261467725632796;0.7324396737908907;0.7413942422703322;0.9825203054400127;0.9617894545595784;0.8790964593599717;0.8732401225043582;0.32569097071921776;0.32994325204373426;0.22771878196543488;0.22345798222245078;0.22948359664803175;0.23138164026652658;0.2924373464639634;0.27800409740414445;Train;$< 4$;$2 < d \leq 5$;1
division_10_size_3;0.4506239379468079;0.867169951514676;1.0;0.8545940152989489;0.3430862228044076;0.2684427966210531;0.2404944053648296;0.3326229960469931;0.4245377671462217;4.357034325597716;0.1922587971232075;0.8415601980328757;0.3503470071081392;0.3430862228044076;0.639861967314688;3.172387904760433;0.4447888257024578;0.43095690371167816;0.7521442092030011;0.7582493164974243;0.9817619639916423;0.9605376938357996;0.8522548881370716;0.8452877315646579;0.34266799824213745;0.3470862304549245;0.262275972491876;0.25019656884853997;0.2414202575955467;0.24345873637711005;0.320721392930689;0.30638065240586176;Train;$< 3$;$2 < d \leq 5$;1
division_10_size_2.5;0.5052119468454747;0.8714324715307439;1.0;0.8631161008707825;0.3040126705031689;0.2240735354349985;0.2131102417697382;0.2644441082653597;0.41232098733933803;4.245401075220267;0.16387218219492886;0.7016278854700964;0.326016804724267;0.3040126705031689;0.6454061895286434;3.2397605192470014;0.49670772018344456;0.47802089288176147;0.713858331773099;0.7232340901521391;0.9769057756326976;0.9531586278050402;0.8605340544307863;0.8543814205786505;0.305550933771413;0.3113135527678606;0.22044104145158924;0.21297650024207737;0.21359970445606227;0.21452616965137536;0.248748354955648;0.2395718179050691;Train;$< 2.5$;$2 < d \leq 5$;1
division_10_size_2;0.3695197825385831;0.9306930073290628;0.890190746853639;0.6000854476384645;0.3637731163939407;0.2279964429359542;0.2624848482462448;0.2716962649453462;0.40188840597568914;3.9164396568812356;0.17448786230344354;0.7621775561275452;0.3379304611996766;0.3637731163939407;0.6092304487360294;2.7904889843597496;0.36481469612964373;0.3603208660434814;0.9276041692924342;0.9211405395112426;0.8882609766773116;0.8830080072230658;0.6001813563546547;0.6013109148967183;0.36397359097657556;0.36543729491090793;0.2240559220311397;0.21497820540052262;0.261122327135824;0.2558653264102079;0.2658874453281019;0.2576038713949592;Test;$< 2$;$d \leq 2$;0
division_10_size_0.4;0.226588430877146;0.8793924517825101;1.0;0.5305811665001331;0.3166238802822786;0.1214521447697739;0.3100803379946998;0.2187478460566562;0.3046674531300089;3.603466258263198;0.11508507845028403;0.6502803288211298;0.21506872960278034;0.3166238802822786;0.49199620315355896;2.636562049159789;0.21169743144137554;0.19400434782527015;0.8757478373793026;0.869923437371277;0.9708783692191285;0.9533615981845615;0.5313123312921508;0.5323184265993451;0.28436178084393626;0.2818500661385586;0.10747908863529808;0.08980071210312576;0.15797285159531702;0.15499927524657572;0.21382531351169787;0.21002628953905944;Train;$< 0.4$;$d \leq 2$;0
division_10_size_0.2;0.6978430763662538;1.0;0.969606027932816;0.7297380636712552;0.4788256517526126;0.5223518726389393;0.1910429367600418;0.5603785810152722;0.5941481491853032;5.149786210137191;0.4078247049968403;1.2737733904142532;0.49280145765150607;0.4788256517526126;0.783556616402466;3.397187167970325;0.6973012112236122;0.6963337434383777;0.9470279340408614;0.9352591799149786;0.964497696239438;0.9546872734251083;0.7317357407897835;0.7355301879630043;0.48226670078018696;0.48873402994424203;0.4505894574259922;0.407713392592266;0.1931848656704436;0.20634328829788115;0.5540249039254667;0.5485575783050419;Train;$< 0.2$;$d \leq 2$;0
